time,current_speed,target_speed,gradient (in degrees),throttle,brake,position,power_traction,power_regen,power_friction,energy_traction,energy_regen,energy_friction,energy_net
50.900000000000006,73.70119386801657,80,1.5,0.0,1.0,711.7770820008576,0.0,1450.4336831474498,483.4778943824832,17.537773384450542,6.649377726123578,2.2164592420411924,10.888395658326967
51.0,72.52168415737249,80,1.5,1.0,0.0,713.8263090688223,3415.3784466077964,0.0,0.0,17.632645007967426,6.649377726123578,2.2164592420411924,10.983267281843851
51.1,73.77217444672841,80,1.5,0.0,1.0,715.842771978158,0.0,1451.8532947216863,483.95109824056203,17.632645007967426,6.689706984310291,2.22990232810343,10.942938023657137
51.2,72.59266473608432,80,1.5,1.0,0.0,717.8939707288647,3418.6645845111216,0.0,0.0,17.727607913092736,6.689706984310291,2.22990232810343,11.037900928782445
51.300000000000004,73.84315502544024,80,1.5,0.0,1.0,719.9124053209424,0.0,1453.272906295923,484.4243020986409,17.727607913092736,6.730075676151844,2.243358558717281,10.997532236940893
51.400000000000006,72.66364531479614,80,1.5,1.0,0.0,721.9655757543911,3421.950722414447,0.0,0.0,17.822662099826474,6.730075676151844,2.243358558717281,11.092586423674627
51.5,73.91413560415207,80,1.5,0.0,1.0,723.9859820292108,0.0,1454.6925178701595,484.8975059567197,17.822662099826474,6.770483801648237,2.2568279338827457,11.052178298178237
51.6,72.73462589350797,80,1.5,1.0,0.0,726.0411241454015,3425.2368603177724,0.0,0.0,17.91780756816863,6.770483801648237,2.2568279338827457,11.147323766520396
51.7,73.98511618286389,80,1.5,0.0,1.0,728.0635021029631,0.0,1456.112129444396,485.3707098147986,17.91780756816863,6.81093136079947,2.2703104535998233,11.10687620736916
51.800000000000004,72.80560647221981,80,1.5,1.0,0.0,730.1206159018957,3428.522998221098,0.0,0.0,18.013044318119217,6.81093136079947,2.2703104535998233,11.202112957319745
51.900000000000006,74.05609676157572,80,1.5,0.0,1.0,732.1449655421993,0.0,1457.5317410186326,485.8439136728774,18.013044318119217,6.851418353605544,2.2838061178685143,11.161625964513673
52.0,72.87658705093163,80,1.5,1.0,0.0,734.204051023874,3431.809136124423,0.0,0.0,18.108372349678227,6.851418353605544,2.2838061178685143,11.256953996072685
52.1,74.12707734028754,80,1.5,0.0,1.0,736.2303723469196,0.0,1458.951352592869,486.3171175309563,18.108372349678227,6.891944780066456,2.2973149266888186,11.216427569611772
52.2,72.94756762964346,80,1.5,1.0,0.0,738.2914295113362,3435.0952740277485,0.0,0.0,18.203791662845667,6.891944780066456,2.2973149266888186,11.311846882779209
52.300000000000004,74.19805791899937,80,1.5,0.0,1.0,740.3197225171239,0.0,1460.3709641671055,486.79032138903517,18.203791662845667,6.932510640182209,2.3108368800607364,11.271281022663455
52.400000000000006,73.01854820835528,80,1.5,1.0,0.0,742.3827513642825,3438.3814119310737,0.0,0.0,18.299302257621527,6.932510640182209,2.3108368800607364,11.366791617439318
